,USU09513JJ95,US38141GXJ83,US44891CBB81,US20826FAU03,US20825CAW47,US30231GBD34,US30231GBH48,US55608RBJ86,US89115A2A98,US86562MAC47,US06051GFX25,US46625HQW33,US6174468C63,US912828ZP81,US91282CER88,US91282CEU18,US91911TAP84,US00287YAQ26,US09062XAF06,US91282CFE66,US84265VAH87,US00724PAC32,US03522AAG58,US74432QCH65,US375558AW38,US037833AS94,BMO.TO,BRL=X,CAD=X,CHF=X,CM.TO,ESPO,EUR=X,GBP=X,IGSB,IYF,JXI,RIGS,RY.TO,SPY,SPY230120P00370000,SPY230120P00380000,SPY230217P00360000,SPY230217P00365000,SPY230317C00410000,SPY230317C00415000,SPY230317P00350000,SPY230317P00360000,SPY230317P00370000,SPY230317P00380000,SPY230616C00430000,VALE
2022-08-22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,130.6038818359375,5.168399810791016,1.300029993057251,0.9588000178337097,64.92144775390625,48.05242919921875,0.9964900016784668,0.8461599946022034,50.19688415527344,75.45518493652344,63.41291427612305,22.785863876342773,126.3182373046875,409.77728271484375,10.579999923706055,12.699999809265137,,,33.0,29.68000030517578,10.069999694824219,11.850000381469727,13.770000457763672,16.3700008392334,28.760000228881836,12.72593879699707
2022-08-23,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,129.7235565185547,5.156099796295166,1.3048100471496582,0.9643999934196472,64.73690795898438,47.824501037597656,1.0060900449752808,0.8498700261116028,50.23656463623047,75.20779418945312,63.21625518798828,22.825559616088867,125.18995666503906,408.7859191894531,10.630000114440918,12.710000038146973,,,32.34000015258789,29.040000915527344,9.770000457763672,11.5600004196167,13.819999694824219,16.079999923706055,27.889999389648438,13.712522506713867
2022-08-24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,127.66619873046875,5.103499889373779,1.295799970626831,0.9643800258636475,63.62963104248047,47.92360305786133,1.0033199787139893,0.8451099991798401,50.16712188720703,75.58383178710938,63.31458282470703,22.785863876342773,121.93376922607422,410.0945129394531,9.899999618530273,11.9399995803833,,,31.90999984741211,,9.329999923706055,11.170000076293945,13.34000015258789,15.6899995803833,27.84000015258789,13.26407527923584
2022-08-25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,128.1013946533203,5.110099792480469,1.297029972076416,0.9664599895477295,63.503360748291016,49.330787658691406,1.003100037574768,0.8480499982833862,50.36553192138672,76.72183990478516,63.64891052246094,22.815637588500977,124.46746826171875,415.884033203125,8.680000305175781,10.600000381469727,,,34.86000061035156,,8.460000038146973,10.260000228881836,11.869999885559082,14.0,29.25,13.493281364440918
2022-08-26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,127.1320571899414,5.108699798583984,1.2937599420547485,0.9636499881744385,63.075992584228516,47.6956787109375,1.0028799772262573,0.8457369804382324,50.21672058105469,74.38643646240234,62.55744552612305,22.815637588500977,123.68558502197266,401.8067626953125,12.039999961853027,14.479999542236328,,,27.350000381469727,25.049999237060547,11.140000343322754,13.0,15.149999618530273,17.899999618530273,24.0,13.403592109680176
2022-08-29,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,126.38032531738281,5.0625,1.306130051612854,0.968500018119812,62.269813537597656,46.93262481689453,1.0061700344085693,0.8550999760627747,50.12744140625,73.79269409179688,62.65577697753906,22.756092071533203,123.78455352783203,399.1499328613281,12.359999656677246,15.010000228881836,,,25.600000381469727,23.8799991607666,10.949999809265137,12.800000190734863,15.5,18.59000015258789,22.889999389648438,13.204282760620117
2022-08-30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,123.13600158691406,5.027200222015381,1.300130009651184,0.9671199917793274,61.5316276550293,46.625423431396484,0.9986000061035156,0.8530600070953369,50.12744140625,73.4067611694336,61.61347961425781,22.746170043945312,121.88429260253906,394.76812744140625,13.220000267028809,16.229999542236328,,,23.049999237060547,20.329999923706055,12.109999656677246,14.279999732971191,16.920000076293945,19.989999771118164,20.149999618530273,12.586421966552734
2022-08-31,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,119.93124389648438,5.1219000816345215,1.3089499473571777,0.9739199876785278,60.32722473144531,46.8137092590332,0.9975000023841858,0.8576499819755554,50.008399963378906,72.921875,60.99399948120117,22.646926879882812,120.87477111816406,391.7643127441406,13.770000457763672,16.8799991607666,,,22.200000762939453,21.450000762939453,11.859999656677246,14.5600004196167,16.559999465942383,20.309999465942383,19.469999313354492,12.377145767211914
2022-09-01,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,119.95101928710938,5.181700229644775,1.3141200542449951,0.9790700078010559,59.6181755065918,45.84254837036133,0.9961100220680237,0.8621799945831299,49.937843322753906,73.1098861694336,61.505313873291016,22.47821617126465,120.63723754882812,392.9936218261719,13.470000267028809,16.440000534057617,,,21.899999618530273,17.219999313354492,12.5,14.140000343322754,17.0,19.899999618530273,18.030000686645508,12.108077049255371
2022-09-02,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,120.45547485351562,5.2403998374938965,1.3144999742507935,0.9812899827957153,59.89984893798828,45.218238830566406,1.00478994846344,0.865880012512207,50.02728271484375,72.52603912353516,60.79734420776367,22.676698684692383,121.77542114257812,388.8497314453125,14.800000190734863,17.889999389648438,,,18.899999618530273,17.860000610351562,12.800000190734863,15.149999618530273,18.459999084472656,21.899999618530273,17.90999984741211,12.128008842468262
2022-09-05,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,5.171000003814697,1.31427001953125,0.9833499789237976,,,1.0091400146484375,0.8714900016784668,,,,,,,,,,,,,,,,,,
2022-09-06,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,119.18939971923828,5.153900146484375,1.3128999471664429,0.9783999919891357,59.598751068115234,44.56419372558594,1.0047999620437622,0.8645700216293335,49.838462829589844,72.37760162353516,60.8170051574707,22.557607650756836,121.240966796875,387.3825378417969,15.050000190734863,18.209999084472656,,,18.639999389648438,16.719999313354492,13.100000381469727,15.550000190734863,18.110000610351562,21.959999084472656,16.559999465942383,12.098112106323242
2022-09-07,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,120.10928344726562,5.247200012207031,1.3153799772262573,0.9845200181007385,60.064971923828125,44.792118072509766,1.0103100538253784,0.8686699867248535,50.02728271484375,73.84217834472656,62.7442741394043,22.637001037597656,122.64636993408203,394.3418273925781,12.300000190734863,15.069999694824219,,,21.65999984741211,18.770000457763672,11.050000190734863,13.239999771118164,15.760000228881836,18.829999923706055,19.239999771118164,12.22766399383545
2022-09-08,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,123.0271987915039,5.246699810028076,1.3129899501800537,0.9769600033760071,61.10425567626953,44.8515739440918,1.0004299879074097,0.8680700063705444,49.99747085571289,75.1385269165039,62.596778869628906,22.756092071533203,124.34869384765625,396.9194030761719,11.239999771118164,13.949999809265137,,,21.860000610351562,18.239999771118164,10.470000267028809,12.680000305175781,15.100000381469727,18.290000915527344,20.0,12.297422409057617
2022-09-09,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,126.05391693115234,5.2133002281188965,1.3080799579620361,0.9686499834060669,61.968711853027344,46.308311462402344,0.9987999796867371,0.8679350018501282,50.00740432739258,75.85102081298828,63.10809326171875,22.726320266723633,126.36772918701172,403.08563232421875,9.979999542236328,12.300000190734863,,,26.200000762939453,23.389999389648438,9.199999809265137,11.140000343322754,13.220000267028809,15.819999694824219,23.649999618530273,13.463385581970215
2022-09-12,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,127.28042602539062,5.146299839019775,1.302299976348877,0.9599199891090393,62.66804504394531,46.8137092590332,0.9929100275039673,0.8606299757957458,49.98752975463867,76.46454620361328,63.776737213134766,22.69654655456543,127.60487365722656,407.4178466796875,8.880000114440918,11.020000457763672,,,28.610000610351562,25.790000915527344,8.510000228881836,10.369999885559082,12.369999885559082,14.739999771118164,25.68000030517578,13.732453346252441
2022-09-13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,124.48120880126953,5.0920000076293945,1.2979899644851685,0.9527999758720398,61.58990478515625,44.78220748901367,0.9872099757194519,0.8554499745368958,49.77883529663086,73.62447357177734,62.14446258544922,22.567533493041992,125.58584594726562,389.7023010253906,13.399999618530273,16.90999984741211,,,19.799999237060547,19.639999389648438,11.960000038146973,14.300000190734863,17.270000457763672,20.0,19.15999984741211,13.104626655578613
2022-09-14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125.5395736694336,5.189799785614014,1.3162599802017212,0.9603300094604492,61.64818572998047,44.99031448364258,1.0017999410629272,0.8690999746322632,49.78876876831055,73.50572204589844,62.41978454589844,22.567533493041992,125.6749267578125,391.1893615722656,12.930000305175781,16.010000228881836,,,18.8799991607666,17.280000686645508,11.619999885559082,13.930000305175781,16.40999984741211,21.0,18.559999465942383,12.875420570373535
2022-09-15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,126.45945739746094,5.162700176239014,1.3160500526428223,0.9618939757347107,62.28923797607422,44.445274353027344,1.0016000270843506,0.8661800026893616,49.709266662597656,73.69374084472656,60.99399948120117,22.517913818359375,126.59536743164062,386.7480773925781,13.789999961853027,17.030000686645508,,,18.989999771118164,17.600000381469727,12.479999542236328,15.0,17.889999389648438,21.139999389648438,16.06999969482422,13.004972457885742
2022-09-16,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125.38131713867188,5.246099948883057,1.3246999979019165,0.9617999792098999,61.49277877807617,43.56330490112305,1.001170039176941,0.8731600046157837,49.709266662597656,72.94166564941406,60.88583755493164,22.517913818359375,125.1503677368164,383.797607421875,14.630000114440918,18.049999237060547,,,15.819999694824219,14.420000076293945,12.949999809265137,15.289999961853027,18.329999923706055,21.81999969482422,14.920000076293945,12.935213088989258
2022-09-19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,126.16272735595703,5.250699996948242,1.325819969177246,0.9632099866867065,62.17268753051758,43.55339813232422,0.9977700114250183,0.8746500015258789,49.65958023071289,73.76301574707031,61.554481506347656,22.50798797607422,126.29844665527344,386.77392578125,13.460000038146973,16.760000228881836,,,17.559999465942383,15.260000228881836,11.9399995803833,14.319999694824219,17.149999618530273,20.549999237060547,15.8100004196167,13.553074836730957
2022-09-20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,124.69881439208984,5.170899868011475,1.3243399858474731,0.9640899896621704,61.21110153198242,42.95880889892578,0.9970499873161316,0.8738800287246704,49.59001541137695,72.625,60.502349853515625,22.47821617126465,125.94214630126953,382.3343200683594,14.850000381469727,18.40999984741211,,,15.729999542236328,13.399999618530273,12.880000114440918,15.670000076293945,18.6200008392334,22.520000457763672,13.8100004196167,13.353764533996582
2022-09-21,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,123.61078643798828,5.141499996185303,1.336300015449524,0.963699996471405,60.65746307373047,42.41377258300781,1.0029300451278687,0.8786900043487549,49.53038787841797,71.20001220703125,59.91237258911133,22.438520431518555,124.31900787353516,375.6649475097656,17.510000228881836,21.690000534057617,,,15.470000267028809,11.75,14.680000305175781,17.979999542236328,20.799999237060547,25.1200008392334,12.619999885559082,13.084696769714355
2022-09-22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,122.6810073852539,5.170400142669678,1.3478699922561646,0.9679399728775024,60.41463851928711,41.87864685058594,1.0172200202941895,0.8884199857711792,49.331626892089844,69.9531478881836,59.75504684448242,22.343017578125,123.69548034667969,372.5094299316406,18.09000015258789,22.690000534057617,,,12.09000015258789,10.350000381469727,14.920000076293945,18.100000381469727,21.75,25.959999084472656,11.729999542236328,13.592936515808105
2022-09-23,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,120.16863250732422,5.115499973297119,1.3471100330352783,0.9757000207901001,59.12281036376953,40.78857421875,1.0161000490188599,0.8877699971199036,49.192501068115234,68.78544616699219,58.545589447021484,22.09432029724121,122.13172149658203,366.2680969238281,21.149999618530273,26.329999923706055,,,9.5600004196167,8.170000076293945,17.420000076293945,21.149999618530273,25.100000381469727,30.0,9.109999656677246,12.995006561279297
2022-09-26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,120.90058898925781,5.258800029754639,1.3580800294876099,0.9824100136756897,59.51133346557617,40.610198974609375,1.031999945640564,0.9261500239372253,48.90430450439453,67.65048217773438,57.041141510009766,21.994842529296875,122.61668395996094,362.64471435546875,23.450000762939453,28.8799991607666,,,9.199999809265137,7.550000190734863,19.450000762939453,23.149999618530273,26.600000381469727,31.450000762939453,8.699999809265137,12.54655933380127
2022-09-27,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,119.35755157470703,5.389400005340576,1.3710600137710571,0.9921299815177917,58.969783782958984,40.87776184082031,1.0391000509262085,0.9282600283622742,48.775108337402344,67.4117431640625,55.713687896728516,22.004791259765625,121.7457275390625,361.718994140625,24.0,28.65999984741211,,,8.289999961853027,6.929999828338623,19.600000381469727,23.040000915527344,27.770000457763672,33.0,8.470000267028809,12.506697654724121
2022-09-28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,121.87981414794922,5.3780999183654785,1.372249960899353,0.9915199875831604,60.102115631103516,41.601173400878906,1.042080044746399,0.9321799874305725,49.222312927246094,68.7148208618164,56.59865951538086,22.163955688476562,123.43815612792969,368.8363037109375,20.110000610351562,23.950000762939453,,,10.930000305175781,8.489999771118164,16.450000762939453,19.690000534057617,24.0,27.809999465942383,10.100000381469727,12.72593879699707
2022-09-29,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,119.93124389648438,5.374199867248535,1.3627899885177612,0.977620005607605,59.540870666503906,40.35254669189453,1.030060052871704,0.9228500127792358,49.06330871582031,67.819580078125,54.671390533447266,22.084373474121094,123.15113067626953,361.1316833496094,23.760000228881836,28.729999542236328,,,7.860000133514404,6.75,19.350000381469727,23.049999237060547,28.1200008392334,32.41999816894531,7.769999980926514,12.616317749023438
2022-09-30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,119.7531967163086,5.396200180053711,1.3674499988555908,0.9749299883842468,59.53102493286133,40.23362731933594,1.0173399448394775,0.8952999711036682,48.9738655090332,67.19290924072266,53.845420837402344,22.114215850830078,123.09175109863281,355.54730224609375,25.8700008392334,31.75,,,6.800000190734863,5.199999809265137,20.68000030517578,24.5,29.75,34.95000076293945,6.800000190734863,13.274040222167969
2022-10-03,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,121.86992645263672,5.414299964904785,1.378730058670044,0.9856500029563904,60.6141242980957,40.94712829589844,1.0211700201034546,0.8976200222969055,49.24668502807617,69.00328826904297,55.47769546508789,22.233592987060547,124.16064453125,364.9342041015625,21.1200008392334,26.149999618530273,,,8.609999656677246,7.510000228881836,16.829999923706055,20.899999618530273,24.709999084472656,29.0,8.350000381469727,14.20083236694336
2022-10-04,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,123.92729949951172,5.16349983215332,1.3628100156784058,0.9925600290298462,61.32305908203125,42.73088455200195,1.0170799493789673,0.8822900056838989,49.33629608154297,71.7785415649414,56.72648620605469,22.372861862182617,127.37724304199219,376.2422790527344,16.459999084472656,20.25,,,11.649999618530273,10.479999542236328,14.289999961853027,17.0,20.31999969482422,24.25,10.970000267028809,14.589486122131348
2022-10-05,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,123.37339782714844,5.17579984664917,1.350540041923523,0.9786900281906128,60.486122131347656,42.2750358581543,1.0015699863433838,0.8732600212097168,49.20685577392578,71.2314453125,55.4383659362793,22.2833309173584,126.83289337158203,375.3663024902344,16.350000381469727,20.799999237060547,,,11.869999885559082,10.510000228881836,14.399999618530273,17.200000762939453,20.5,24.90999984741211,11.949999809265137,14.748934745788574
2022-10-06,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,119.85211181640625,5.195199966430664,1.359779953956604,0.9813200235366821,58.76300811767578,42.16603088378906,1.0089800357818604,0.8806399703025818,49.147117614746094,70.26657104492188,53.64876174926758,22.313175201416016,123.27979278564453,371.4941101074219,18.229999542236328,22.75,,18.489999771118164,10.699999809265137,9.100000381469727,15.470000267028809,18.799999237060547,22.299999237060547,26.459999084472656,10.770000457763672,14.459935188293457
2022-10-07,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,116.66712951660156,5.220099925994873,1.3740999698638916,0.9899700284004211,57.58144760131836,40.65974426269531,1.0215500593185425,0.8958899974822998,48.977848052978516,68.59545135498047,52.635963439941406,22.18385124206543,119.76628112792969,361.1316833496094,22.770000457763672,28.0,19.139999389648438,22.739999771118164,7.440000057220459,6.21999979019165,18.920000076293945,22.459999084472656,27.31999969482422,32.04999923706055,7.489999771118164,14.370244979858398
2022-10-10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,5.198400020599365,1.3732099533081055,0.9945600032806396,,40.35254669189453,1.0272200107574463,0.9031199812889099,48.90814971923828,68.29704284667969,52.64579772949219,22.044580459594727,,358.37432861328125,24.420000076293945,29.899999618530273,21.799999237060547,23.770000457763672,7.190000057220459,5.949999809265137,19.68000030517578,23.329999923706055,28.350000381469727,34.439998626708984,7.420000076293945,14.041383743286133
2022-10-11,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,113.6107406616211,5.186800003051758,1.377500057220459,0.9995099902153015,55.169090270996094,39.50030517578125,1.029860019683838,0.9028199911117554,48.848411560058594,67.4117431640625,52.203311920166016,22.054529190063477,116.86640167236328,356.1047668457031,26.040000915527344,31.719999313354492,23.079999923706055,24.829999923706055,6.789999961853027,6.199999809265137,20.899999618530273,25.15999984741211,29.600000381469727,36.0,6.78000020980835,13.802212715148926
2022-10-12,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,114.94606018066406,5.292099952697754,1.3791500329971313,0.9976000189781189,55.661407470703125,39.252559661865234,1.0309100151062012,0.9117599725723267,48.82849884033203,67.28243255615234,50.7873649597168,22.054529190063477,117.45033264160156,354.9301452636719,26.270000457763672,32.130001068115234,23.280000686645508,25.399999618530273,6.909999847412109,5.849999904632568,21.09000015258789,25.139999389648438,30.0,35.290000915527344,7.090000152587891,13.61286735534668
2022-10-13,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,118.29918670654297,5.291500091552734,1.3815699815750122,0.9973899722099304,57.01036071777344,39.490394592285156,1.030079960823059,0.9004499912261963,48.75879669189453,69.8388442993164,52.1934814453125,22.02468490600586,120.76589965820312,364.2971496582031,21.540000915527344,26.579999923706055,19.649999618530273,21.31999969482422,9.109999656677246,8.0,17.489999771118164,21.270000457763672,25.450000762939453,30.299999237060547,8.15999984741211,13.622833251953125
2022-10-14,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,118.07169342041016,5.259799957275391,1.3760099411010742,1.0014100074768066,57.01036071777344,38.0435676574707,1.0255000591278076,0.8846499919891357,48.60944366455078,68.65513610839844,51.46583938598633,22.074424743652344,120.68672943115234,355.9952697753906,25.510000228881836,32.0,22.56999969482422,24.889999389648438,6.670000076293945,5.849999904632568,20.399999618530273,24.440000534057617,29.15999984741211,34.849998474121094,7.900000095367432,13.024903297424316
2022-10-17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,120.61373901367188,5.327400207519531,1.3854999542236328,1.0036699771881104,58.467620849609375,39.53994369506836,1.0267599821090698,0.8893499970436096,48.718971252441406,70.37599182128906,52.7637939453125,22.114215850830078,122.30986785888672,365.1432800292969,20.700000762939453,26.040000915527344,18.399999618530273,20.459999084472656,9.109999656677246,7.659999847412109,17.06999969482422,20.65999984741211,24.899999618530273,29.350000381469727,9.479999542236328,13.23417854309082
2022-10-18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,121.89959716796875,5.2773590087890625,1.3712899684906006,0.9955000281333923,58.90085983276367,40.03543472290039,1.0155999660491943,0.8807500004768372,48.76875305175781,71.42044067382812,53.54059982299805,22.173904418945312,122.92349243164062,369.4335632324219,17.959999084472656,23.809999465942383,16.329999923706055,18.8700008392334,10.670000076293945,9.029999732971191,15.670000076293945,19.209999084472656,22.389999389648438,26.739999771118164,10.350000381469727,13.592936515808105
2022-10-19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,119.60482788085938,5.239799976348877,1.3726199865341187,0.9936800003051758,58.16238021850586,38.9849967956543,1.013800024986267,0.8815000057220459,48.53974914550781,70.2964096069336,52.960453033447266,22.02468490600586,122.01294708251953,366.8155822753906,19.889999389648438,24.899999618530273,17.8799991607666,19.739999771118164,9.619999885559082,9.039999961853027,16.610000610351562,20.0,24.040000915527344,27.799999237060547,9.699999809265137,13.403592109680176
2022-10-20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,118.97179412841797,5.269199848175049,1.3772799968719482,1.0048099756240845,57.51252365112305,39.18319320678711,1.0239100456237793,0.891979992389679,48.420265197753906,69.02317810058594,51.97715377807617,22.003738403320312,120.47888946533203,363.7397155761719,20.6200008392334,25.809999465942383,18.899999618530273,21.0,8.350000381469727,7.050000190734863,16.920000076293945,20.670000076293945,25.280000686645508,30.420000076293945,8.699999809265137,13.692591667175293
2022-10-21,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,121.22698974609375,5.216599941253662,1.3777300119400024,1.0038100481033325,58.546390533447266,39.35165786743164,1.0226099491119385,0.8911499977111816,48.639312744140625,71.00265502929688,52.7834587097168,22.053611755371094,122.45832824707031,372.5791320800781,17.0,21.56999969482422,15.800000190734863,17.520000457763672,11.300000190734863,9.710000038146973,14.640000343322754,17.739999771118164,21.700000762939453,26.059999465942383,11.369999885559082,14.280555725097656
2022-10-24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,121.94905853271484,5.163400173187256,1.3646199703216553,0.9978799819946289,58.7531623840332,38.469688415527344,1.0141899585723877,0.8814700245857239,48.639312744140625,71.89790344238281,53.245609283447266,22.073558807373047,123.26000213623047,377.13818359375,15.329999923706055,19.420000076293945,14.130000114440918,15.8100004196167,13.149999618530273,10.880000114440918,13.34000015258789,16.25,19.790000915527344,24.040000915527344,13.479999542236328,13.45341968536377
2022-10-25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,123.23490905761719,5.30620002746582,1.3695199489593506,0.9994000196456909,59.166709899902344,39.530033111572266,1.0114799737930298,0.8843500018119812,48.76875305175781,72.89261627197266,54.44523239135742,22.233152389526367,123.87999725341797,383.1605224609375,13.300000190734863,17.100000381469727,11.979999542236328,13.920000076293945,14.859999656677246,12.920000076293945,11.869999885559082,14.0,17.600000381469727,20.889999389648438,14.100000381469727,13.503247261047363
2022-10-26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,124.69881439208984,5.315199851989746,1.3616700172424316,0.9946699738502502,59.875648498535156,39.956153869628906,1.003640055656433,0.8724300265312195,48.83845138549805,73.11145782470703,54.651729583740234,22.233152389526367,124.3499984741211,380.2737731933594,12.819999694824219,16.649999618530273,12.279999732971191,13.899999618530273,13.3100004196167,11.460000038146973,11.630000114440918,14.420000076293945,17.68000030517578,21.399999618530273,13.380000114440918,13.692591667175293
2022-10-27,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,124.96587371826172,5.383900165557861,1.3552000522613525,0.985010027885437,60.043033599853516,39.55976104736328,0.9908900260925293,0.8592399954795837,48.967891693115234,73.70828247070312,54.995880126953125,22.312950134277344,124.69999694824219,378.24310302734375,14.869999885559082,19.1200008392334,13.75,14.050000190734863,12.779999732971191,9.880000114440918,12.649999618530273,16.0,19.530000686645508,23.15999984741211,12.319999694824219,13.323867797851562
2022-10-28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,126.41000366210938,5.339200019836426,1.3564499616622925,0.9904400110244751,60.66335678100586,39.738136291503906,1.0032299757003784,0.8646000027656555,48.90814971923828,75.50872039794922,56.185672760009766,22.362821578979492,125.56999969482422,387.24176025390625,10.319999694824219,13.399999618530273,9.770000457763672,11.0600004196167,15.109999656677246,13.0600004196167,9.600000381469727,11.800000190734863,14.800000190734863,18.06999969482422,14.630000114440918,12.596386909484863
2022-10-31,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125.48999786376953,5.28849983215332,1.3608100414276123,0.9964100122451782,60.91935729980469,39.57958221435547,1.004520058631897,0.8623700141906738,48.848411560058594,75.08099365234375,55.713687896728516,22.233152389526367,126.05000305175781,384.4446105957031,10.800000190734863,14.199999809265137,10.319999694824219,11.600000381469727,13.59000015258789,12.079999923706055,9.699999809265137,12.34000015258789,15.199999809265137,18.81999969482422,13.34000015258789,12.89535140991211
2022-11-01,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125.2699966430664,5.178800106048584,1.3610700368881226,1.0014100074768066,60.8701286315918,40.065162658691406,1.0115000009536743,0.8719800114631653,48.82645797729492,75.43907928466797,55.91034698486328,22.193254470825195,126.06999969482422,382.7623291015625,11.319999694824219,15.0,10.380000114440918,12.09000015258789,13.329999923706055,10.579999923706055,10.010000228881836,12.390000343322754,15.510000228881836,19.149999618530273,12.8100004196167,13.383661270141602
2022-11-02,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,124.86000061035156,5.142399787902832,1.361799955368042,0.9997000098228455,60.47627258300781,39.53994369506836,1.0123599767684937,0.8703600168228149,48.756622314453125,74.45431518554688,55.37936782836914,22.183279037475586,125.72000122070312,373.1564636230469,14.529999732971191,18.969999313354492,13.239999771118164,14.460000038146973,8.949999809265137,9.40999984741211,12.3100004196167,15.520000457763672,19.059999465942383,23.420000076293945,9.479999542236328,12.72593879699707
